appid,positive_ratings,negative_ratings,total_ratings,rating_percentage
382900,1679,375,2054,0.817429406037001
383120,18486,4279,22765,0.8120360202064573
383150,8597,2038,10635,0.8083685942642219
383180,2106,711,2817,0.7476038338658147
383230,997,279,1276,0.7813479623824452
383840,1144,247,1391,0.822429906542056
383870,45132,6037,51169,0.8820184095839277
383980,18147,782,18929,0.9586877278250304
384110,1846,276,2122,0.8699340245051838
384190,15968,1175,17143,0.931458904509129
384300,7577,2632,10209,0.7421882652561466
384490,2303,1290,3593,0.6409685499582521
385380,1238,290,1528,0.8102094240837696
385730,1134,631,1765,0.6424929178470254
385760,3132,2912,6044,0.5181998676373263
385800,12853,668,13521,0.9505953701649287
386070,7633,1414,9047,0.8437050956118051
386360,1074,252,1326,0.8099547511312217
386480,1243,463,1706,0.7286049237983587
386620,1622,175,1797,0.902615470228158
386880,2521,1047,3568,0.7065582959641256
386940,18796,675,19471,0.9653330594217041
387290,42130,1813,43943,0.9587420066904854
387340,2255,190,2445,0.9222903885480572
387990,67163,5250,72413,0.9274992059436842
388090,6882,531,7413,0.9283690813435856
388210,2517,52,2569,0.979758660957571
388410,8122,2402,10524,0.7717597871531737
388750,2009,170,2179,0.9219825608077099
388800,1055,161,1216,0.8675986842105263
388880,6952,551,7503,0.9265627082500333
389140,2497,118,2615,0.9548757170172084
389510,1645,123,1768,0.9304298642533937
389730,35295,7725,43020,0.8204323570432357
390520,1032,107,1139,0.9060579455662863
391040,2380,447,2827,0.8418818535550053
391220,81128,5243,86371,0.9392967546977573
391260,727,285,1012,0.7183794466403162
391540,143363,4877,148240,0.9671006475984889
391720,9649,951,10600,0.9102830188679245
391730,2435,308,2743,0.8877141815530442
392110,11624,2206,13830,0.8404916847433116
392160,7628,2565,10193,0.7483567153929167
393080,2353,1250,3603,0.6530668887038579
393380,62600,6739,69339,0.9028108279611763
393420,17889,5574,23463,0.7624344712952308
393520,2609,353,2962,0.8808237677245104
394230,2087,1202,3289,0.6345393736698085
394310,6396,1407,7803,0.8196847366397539
394360,108331,8939,117270,0.9237741962991387
394510,14839,1175,16014,0.9266267016360684
394690,10349,1219,11568,0.8946230982019364
394760,1168,448,1616,0.7227722772277227
394970,3294,130,3424,0.9620327102803738
395170,4941,348,5289,0.9342030629608622
395200,1732,401,2133,0.8120018752930145
396650,1301,63,1364,0.9538123167155426
396750,6417,1739,8156,0.7867827366356057
396900,2276,339,2615,0.8703632887189292
397060,981,180,1161,0.8449612403100775
397270,963,64,1027,0.937682570593963
397340,6688,502,7190,0.9301808066759388
397460,1025,41,1066,0.9615384615384616
397740,2135,51,2186,0.9766697163769442
397950,7775,578,8353,0.9308033042020831
398710,7182,431,7613,0.9433863128858532
398850,3174,174,3348,0.9480286738351255
399120,815,497,1312,0.6211890243902439
399670,2321,340,2661,0.872228485531755
399810,4911,1395,6306,0.7787821122740247
399820,1846,358,2204,0.837568058076225
400080,869,206,1075,0.8083720930232559
400170,1052,363,1415,0.7434628975265017
400630,3359,174,3533,0.9507500707613926
400910,8166,237,8403,0.9717957872188504
400940,1040,243,1283,0.8106001558846454
401190,1988,995,2983,0.6664431780087161
401680,1916,155,2071,0.9251569290197972
402020,1524,658,2182,0.6984417965169569
402130,680,608,1288,0.5279503105590062
402180,1826,292,2118,0.8621340887629839
402330,2572,258,2830,0.9088339222614841
402570,1227,135,1362,0.9008810572687225
402710,6825,4278,11103,0.6146987300729533
403120,1148,387,1535,0.7478827361563518
403190,5791,1538,7329,0.7901487242461455
403640,24308,3397,27705,0.8773867532936294
404540,1132,130,1262,0.8969889064976229
404590,1525,1076,2601,0.5863129565551711
404680,3144,377,3521,0.8929281454132348
405310,2922,437,3359,0.8699017564751415
405640,8920,421,9341,0.9549298790279414
405710,2049,495,2544,0.8054245283018868
405820,2105,106,2211,0.9520578923563998
405830,1485,89,1574,0.9434561626429478
405900,2928,390,3318,0.8824593128390597
406150,14137,612,14749,0.958505661400773
406290,1567,229,1796,0.8724944320712695
406350,1264,264,1528,0.8272251308900523
406550,995,41,1036,0.9604247104247104
406970,1109,318,1427,0.7771548703573932
407330,1127,100,1227,0.9185004074979625
407560,776,308,1084,0.7158671586715867
407810,1149,245,1394,0.8242467718794835
407840,1620,1379,2999,0.5401800600200066
408410,1807,187,1994,0.9062186559679037
409590,2793,687,3480,0.8025862068965517
409710,24159,6068,30227,0.7992523240811196
409720,8827,4147,12974,0.6803607214428857
410110,2369,462,2831,0.8368067820558107
410320,5128,247,5375,0.954046511627907
410340,4348,346,4694,0.9262888794205368
410710,1034,90,1124,0.9199288256227758
410850,704,345,1049,0.6711153479504289
410900,7857,744,8601,0.9134984304150681
411300,7288,2804,10092,0.7221561632976615
411370,2213,178,2391,0.9255541614387286
411560,1103,208,1311,0.8413424866514111
411830,2997,173,3170,0.9454258675078865
411960,2000,33,2033,0.9837678307919331
412450,766,543,1309,0.5851795263559969
412740,2102,499,2601,0.8081507112648981
412830,10299,274,10573,0.9740849333207225
412880,1722,899,2621,0.6570011446012972
413150,349212,6883,356095,0.980670888386526
413410,19730,662,20392,0.9675362887406826
413420,16908,583,17491,0.9666685724086673
413710,647,434,1081,0.5985198889916744
414340,38635,3425,42060,0.9185687113647171
414700,24184,2486,26670,0.9067866516685414
414740,847,761,1608,0.5267412935323383
415200,7715,711,8426,0.9156183242345122
415420,1179,76,1255,0.9394422310756972
415590,956,517,1473,0.6490156143923965
416210,834,300,1134,0.7354497354497355
416590,1106,300,1406,0.786628733997155
416600,1471,122,1593,0.9234149403640929
416680,2015,147,2162,0.9320074005550416
417290,2890,253,3143,0.9195036589245943
417880,831,341,1172,0.7090443686006825
418030,6373,2239,8612,0.7400139340455179
418070,2070,151,2221,0.9320126069338136
418180,1083,443,1526,0.7096985583224116
418240,23085,909,23994,0.9621155288822205
418340,7970,1733,9703,0.8213954447078223
418370,34567,1963,36530,0.9462633451957295
418460,28892,4282,33174,0.8709230119973473
418650,2358,123,2481,0.9504232164449818
419460,993,111,1104,0.8994565217391305
419480,2009,756,2765,0.7265822784810126
420000,1243,313,1556,0.7988431876606684
420110,9805,259,10064,0.9742647058823529
420290,16212,3260,19472,0.8325801150369762
420440,1026,173,1199,0.8557130942452044
420530,21824,430,22254,0.9806776309876876
420740,1509,146,1655,0.9117824773413897
421020,7713,1983,9696,0.7954826732673267
421040,3228,436,3664,0.881004366812227
421050,1818,309,2127,0.8547249647390691
421120,2500,122,2622,0.9534706331045004
422810,1435,437,1872,0.7665598290598291
422870,914,345,1259,0.7259729944400317
422970,4976,191,5167,0.9630346429262628
423230,6368,576,6944,0.9170506912442397
423580,2400,428,2828,0.8486562942008486
424030,5212,870,6082,0.8569549490299244
424370,31846,24981,56827,0.5604026255125204
424840,26933,1759,28692,0.9386937125331103
425220,1891,441,2332,0.8108919382504288
425580,12955,283,13238,0.9786221483607795
426000,3621,550,4171,0.8681371373771278
426790,941,118,1059,0.8885741265344664
427100,3140,1539,4679,0.6710835648642872
427190,1595,190,1785,0.8935574229691877
427250,1367,321,1688,0.8098341232227488
427290,8894,2822,11716,0.7591328098327074
427520,104824,1187,106011,0.9888030487402251
427730,12813,3757,16570,0.7732649366324683
427820,1328,219,1547,0.8584356819650937
428550,7544,455,7999,0.943117889736217
428660,2928,394,3322,0.8813967489464178
428690,9797,2968,12765,0.7674892283587936
429050,6563,1575,8138,0.8064635045465717
429660,10153,765,10918,0.9299322220186848
429720,1010,75,1085,0.9308755760368663
430210,938,372,1310,0.716030534351145
430960,6266,319,6585,0.9515565679574791
431180,1139,111,1250,0.9112
431240,27905,3006,30911,0.9027530652518521
431600,1210,159,1369,0.8838568298027758
431960,407681,8375,416056,0.9798704982021651
432020,1547,260,1807,0.8561151079136691
432350,3548,40,3588,0.9888517279821628
433100,1237,324,1561,0.7924407431133889
433170,1013,242,1255,0.8071713147410359
433340,68413,1517,69930,0.9783068783068783
433530,2164,642,2806,0.7712045616535994
433850,83543,64155,147698,0.5656339286923316
433910,1268,175,1443,0.8787248787248787
433950,5219,164,5383,0.9695337172580345
434030,1375,385,1760,0.78125
434050,2149,417,2566,0.8374902572096649
434170,3271,103,3374,0.9694724362774155
434260,1774,349,2123,0.8356099858690532
434460,1758,172,1930,0.910880829015544
434570,20298,991,21289,0.9534501385692141
434650,14062,1768,15830,0.8883133291219204
434730,2020,568,2588,0.7805255023183926
435120,2833,153,2986,0.948760884125921
435150,113954,4811,118765,0.9594914326611376
435400,6006,156,6162,0.9746835443037974
435530,3853,572,4425,0.8707344632768361
436320,1638,337,1975,0.8293670886075949
436520,1535,1236,2771,0.5539516420064958
437630,809,211,1020,0.7931372549019607
437920,7349,732,8081,0.9094171513426557
438270,1436,112,1548,0.9276485788113695
438480,1311,209,1520,0.8625
438490,2328,569,2897,0.803589920607525
438640,2584,516,3100,0.8335483870967741
438740,42222,11111,53333,0.7916674479215495
439190,1524,230,1754,0.8688711516533637
440650,3099,371,3470,0.8930835734870317
440880,1266,62,1328,0.9533132530120482
440900,40587,11043,51630,0.7861127251597908
441790,633,904,1537,0.4118412491867274
441830,893,340,1233,0.7242497972424979
441870,2585,710,3295,0.7845220030349014
442780,1189,393,1582,0.7515802781289507
443810,6151,1213,7364,0.8352797392721347
444090,7714,1582,9296,0.8298192771084337
445190,2097,403,2500,0.8388
445220,8041,840,8881,0.905416056750366
445310,658,373,1031,0.6382153249272551
445980,11260,987,12247,0.9194088348166898
446020,4751,1204,5955,0.7978169605373635
446150,1637,940,2577,0.6352347691113698
446560,1362,364,1726,0.7891077636152954
446800,7026,1512,8538,0.8229093464511595
447020,17032,1190,18222,0.9346943255405554
447040,40698,8518,49216,0.8269262028608583
447150,1712,100,1812,0.9448123620309051
447290,1640,277,1917,0.8555033907146583
447530,23136,523,23659,0.9778942474322668
447820,14347,2662,17009,0.843494620495032
448280,2196,223,2419,0.9078131459280695
448370,1084,87,1171,0.9257045260461144
448510,8906,872,9778,0.910820208631622
448780,984,282,1266,0.7772511848341233
448850,1142,67,1209,0.9445822994210091
449540,3000,375,3375,0.8888888888888888
449800,2614,477,3091,0.845681009382077
449960,7653,714,8367,0.9146647543922553
450540,12719,366,13085,0.9720290408865113
451020,4056,558,4614,0.8790637191157347
451340,7334,2970,10304,0.7117624223602484
451520,1014,181,1195,0.8485355648535565
451760,1571,64,1635,0.9608562691131498
452060,2102,283,2385,0.8813417190775681
452440,1083,42,1125,0.9626666666666667
453090,4242,273,4515,0.9395348837209302
454350,697,681,1378,0.5058055152394775
454650,19918,2870,22788,0.8740565209759522
455120,684,407,1091,0.6269477543538039
455980,1395,341,1736,0.8035714285714286
456670,3760,650,4410,0.8526077097505669
456750,7095,247,7342,0.9663579406156361
457140,70370,2614,72984,0.9641839307245423
457210,1707,74,1781,0.9584503088152723
457330,2012,1932,3944,0.5101419878296146
458710,4928,172,5100,0.9662745098039216
459220,4617,439,5056,0.9131724683544303
460120,2418,119,2537,0.9530942057548285
460790,15295,1335,16630,0.9197233914612146
460810,4074,510,4584,0.8887434554973822
460920,15215,3311,18526,0.8212782036057433
460930,39397,10031,49428,0.7970583474953468
460950,37185,617,37802,0.9836781122691921
461430,1786,934,2720,0.6566176470588235
461620,1330,127,1457,0.91283459162663
461840,2378,124,2502,0.950439648281375
461950,2396,499,2895,0.8276338514680484
462770,6074,634,6708,0.9054859868813357
462780,7270,1075,8345,0.8711803475134812
463270,1544,135,1679,0.919594997022037
463530,5075,285,5360,0.9468283582089553
464060,7002,752,7754,0.9030177972659272
464340,1025,1012,2037,0.5031909671084929
464350,1230,134,1364,0.9017595307917888
464920,10453,1895,12348,0.8465338516358925
465240,1005,177,1182,0.850253807106599
466130,1174,338,1512,0.7764550264550265
466240,1436,1083,2519,0.5700674870980548
466300,2573,149,2722,0.9452608376193975
466500,2147,859,3006,0.7142381902860945
466560,28076,3777,31853,0.8814240416915204
466860,1064,436,1500,0.7093333333333334
467520,566,441,1007,0.5620655412115194
467960,3634,644,4278,0.8494623655913979
468920,3669,425,4094,0.8961895456765999
469600,5188,914,6102,0.8502130449033104
469610,1149,356,1505,0.7634551495016612
469820,5865,487,6352,0.923331234256927
470220,20084,7484,27568,0.7285258270458502
470260,967,261,1228,0.7874592833876222
470310,5190,298,5488,0.9456997084548106
471550,2225,637,2862,0.7774283717679944
473690,7052,2800,9852,0.7157937474624442
473740,1013,127,1140,0.8885964912280702
474750,5842,754,6596,0.8856882959369314
474960,13591,2163,15754,0.8627015361178113
475150,17132,1578,18710,0.9156600748262961
475190,1303,132,1435,0.90801393728223
475550,14209,1332,15541,0.9142912296506016
476600,11857,6980,18837,0.6294526729309338
477160,111610,6456,118066,0.9453187200379449
477730,853,231,1084,0.7869003690036901
477740,2976,169,3145,0.9462639109697933
477770,1674,263,1937,0.8642230252968508
477870,995,250,1245,0.7991967871485943
480490,22182,2474,24656,0.8996593121349773
480650,3092,576,3668,0.8429661941112323
481510,10299,625,10924,0.9427865250823874
483980,2843,89,2932,0.9696452933151433
484900,1058,349,1407,0.751954513148543
485380,1535,295,1830,0.8387978142076503
485460,1450,334,1784,0.8127802690582959
485510,16930,4393,21323,0.7939783332551704
485610,1448,150,1598,0.9061326658322904
485980,2945,477,3422,0.8606078316773816
486310,4231,473,4704,0.8994472789115646
487000,1259,262,1521,0.8277449046679816
487120,3252,1468,4720,0.6889830508474576
487720,875,879,1754,0.49885974914481185
488310,2251,109,2360,0.9538135593220339
488790,12625,3002,15627,0.8078965892365777
489360,1924,320,2244,0.857397504456328
489520,1118,235,1353,0.8263118994826312
489630,3375,775,4150,0.8132530120481928
489830,86014,5256,91270,0.9424126218910923
489940,8255,5038,13293,0.6210035356954788
490920,1071,99,1170,0.9153846153846154
491040,1005,59,1064,0.9445488721804511
491530,1461,520,1981,0.7375063099444725
491950,6639,610,7249,0.9158504621327079
492720,11587,1669,13256,0.8740947495473748
493200,2577,269,2846,0.9054813773717498
493340,38010,3944,41954,0.9059922772560424
493490,10389,2464,12853,0.808293783552478
493840,874,527,1401,0.6238401142041399
493900,10457,620,11077,0.9440281664710661
494150,2484,101,2585,0.9609284332688588
494430,1204,190,1394,0.8637015781922525
495140,2509,901,3410,0.7357771260997067
495280,982,94,1076,0.912639405204461
495890,9850,478,10328,0.953718048024787
495990,875,164,1039,0.8421559191530318
496240,5084,1771,6855,0.7416484318016047
496300,6055,819,6874,0.8808553971486762
496460,2963,1601,4564,0.6492112182296231
496810,974,124,1098,0.8870673952641166
496890,2282,345,2627,0.8686714883897982
497180,2281,364,2645,0.8623818525519849
498240,7783,1704,9487,0.820385791082534
499440,3861,114,3975,0.9713207547169811
499520,4725,671,5396,0.875648628613788
500260,1219,167,1386,0.8795093795093795
500810,940,133,1073,0.8760484622553588
501080,1464,425,1889,0.7750132345156168
501300,20916,1025,21941,0.9532838065721708
501590,3975,522,4497,0.8839226150767178
502280,1444,368,1812,0.7969094922737306
502500,15428,2551,17979,0.8581122420601813
502520,5258,639,5897,0.8916398168560284
502800,3891,201,4092,0.9508797653958945
502820,772,340,1112,0.6942446043165468
503300,2729,739,3468,0.7869088811995386
503350,1770,427,2197,0.8056440600819299
503560,10088,1255,11343,0.8893590760821652
503580,855,158,1013,0.8440276406712734
503940,4647,1010,5657,0.8214601378822698
504050,1113,525,1638,0.6794871794871795
504210,2500,103,2603,0.9604302727621975
504230,41449,920,42369,0.9782860109986075
504370,18927,2629,21556,0.878038597142327
505170,1542,428,1970,0.782741116751269
505460,15416,3052,18468,0.8347411739224605
506500,1658,472,2130,0.7784037558685446
506610,6461,550,7011,0.9215518470974183
507010,2329,591,2920,0.7976027397260274
507490,1720,463,2183,0.7879065506184151
508190,1827,584,2411,0.7577768560763168
508440,71711,1429,73140,0.9804621274268526
508550,841,239,1080,0.7787037037037037
508900,5188,162,5350,0.9697196261682243
508980,940,111,1051,0.8943862987630827
509220,1283,132,1415,0.9067137809187279
509580,783,239,1022,0.7661448140900196
509980,6882,1803,8685,0.7924006908462867
510420,1218,66,1284,0.9485981308411215
510510,639,381,1020,0.6264705882352941
511470,3872,112,3984,0.9718875502008032
511680,3287,275,3562,0.9227961819202695
511740,1398,218,1616,0.8650990099009901
512250,2650,233,2883,0.9191814082552896
512790,2258,197,2455,0.9197556008146639
512900,10294,361,10655,0.9661191928671985
513230,1030,232,1262,0.8161648177496038
513510,3774,537,4311,0.8754349338900487
513710,40836,13956,54792,0.7452912833990364
514900,3133,740,3873,0.8089336431706687
515040,1372,211,1583,0.866708780795957
515180,4729,1305,6034,0.7837255551872722
515220,2998,426,3424,0.8755841121495327
516750,33061,2297,35358,0.935035918321172
517630,9206,5582,14788,0.6225317825263728
517710,2592,419,3011,0.8608435735636001
517790,1007,98,1105,0.9113122171945701
518030,4676,765,5441,0.8594008454328248
518060,802,223,1025,0.7824390243902439
518150,2894,308,3202,0.9038101186758276
518790,70944,10655,81599,0.8694224193923945
519190,5235,3080,8315,0.629585087191822
519860,12591,254,12845,0.980225768781627
520440,4717,354,5071,0.9301912837704595
520720,1061,281,1342,0.7906110283159463
521150,1576,304,1880,0.8382978723404255
521890,4895,970,5865,0.83461210571185
522470,3142,378,3520,0.8926136363636363
523000,970,78,1048,0.9255725190839694
523210,1431,171,1602,0.8932584269662921
523650,2124,968,3092,0.6869340232858991
523660,1428,143,1571,0.9089751750477403
523780,3835,215,4050,0.9469135802469136
524220,60523,10597,71120,0.8509983127109111
524580,1664,281,1945,0.8555269922879177
525360,908,243,1151,0.788879235447437
525480,1917,263,2180,0.8793577981651376
525510,2045,132,2177,0.9393661001378043
526160,3864,1517,5381,0.7180821408660101
526740,1025,459,1484,0.6907008086253369
527100,1552,452,2004,0.7744510978043913
527230,15111,1993,17104,0.883477549111319
527270,1455,216,1671,0.8707360861759426
527430,8958,3075,12033,0.7444527549239591
527450,1355,371,1726,0.7850521436848203
528230,7185,368,7553,0.951277638024626
529180,5178,4435,9613,0.538645584104858
530070,4498,1314,5812,0.7739160357880248
530320,1269,43,1312,0.9672256097560976
530890,4500,768,5268,0.8542141230068337
531510,11675,246,11921,0.9793641473030786
532110,3877,134,4011,0.9665918723510346
532210,14588,2771,17359,0.840370989112276
533300,6845,411,7256,0.9433572216097024
533540,1782,613,2395,0.7440501043841337
534550,1669,156,1825,0.9145205479452054
535230,6094,750,6844,0.8904149620105202
535480,2542,536,3078,0.8258609486679662
535930,17934,1533,19467,0.9212513484358145
536930,948,409,1357,0.6985998526160648
537110,3071,205,3276,0.9374236874236874
537340,1170,263,1433,0.8164689462665736
537800,6438,801,7239,0.8893493576460837
538070,1322,122,1444,0.9155124653739612
538100,1993,241,2234,0.8921217547000895
538680,3555,178,3733,0.9523171711759979
539720,951,167,1118,0.8506261180679785
540610,1090,160,1250,0.872
540840,1975,128,2103,0.9391345696623871
541210,2727,445,3172,0.8597099621689785
541300,1147,537,1684,0.6811163895486936
541570,9244,301,9545,0.9684651650078575
542050,1015,92,1107,0.916892502258356
543260,1325,177,1502,0.8821571238348869
543460,1649,1180,2829,0.5828914810887239
543870,1567,204,1771,0.8848108413325805
543900,1901,1075,2976,0.6387768817204301
544550,3065,565,3630,0.8443526170798898
544610,1588,264,1852,0.857451403887689
544730,463,720,1183,0.39137785291631444
544750,5216,1141,6357,0.8205128205128205
544920,1058,387,1445,0.7321799307958478
545250,524,540,1064,0.4924812030075188
546050,3415,685,4100,0.8329268292682926
546430,1192,399,1591,0.7492143306096795
547860,778,662,1440,0.5402777777777777
548430,10254,838,11092,0.92445005409304
550010,1816,236,2052,0.884990253411306
550470,706,316,1022,0.6908023483365949
550840,861,259,1120,0.76875
551730,794,207,1001,0.7932067932067932
551770,988,238,1226,0.8058727569331158
552100,19446,1587,21033,0.9245471402082441
552500,50484,10263,60747,0.8310533853523631
552520,84232,21548,105780,0.7962941955000945
552590,1845,144,1989,0.9276018099547512
552620,6720,853,7573,0.887363000132048
552700,1729,379,2108,0.8202087286527514
553310,3464,106,3570,0.9703081232492997
553520,783,324,1107,0.7073170731707317
553640,18155,1792,19947,0.9101619291121472
554310,932,103,1035,0.9004830917874396
554620,28842,2150,30992,0.9306272586473929
555150,2848,797,3645,0.7813443072702332
555160,24694,1433,26127,0.945152524208673
555220,8269,349,8618,0.9595033650498955
555440,4562,1580,6142,0.7427548029957669
555570,1069,1243,2312,0.4623702422145329
555880,1180,166,1346,0.8766716196136701
555950,3122,390,3512,0.8889521640091116
557600,9247,264,9511,0.9722426663862895
558420,2732,414,3146,0.8684043229497775
558990,3485,86,3571,0.9759171100532064
559100,2240,739,2979,0.7519301779120511
559210,3528,100,3628,0.9724366041896362
559610,1436,102,1538,0.9336801040312094
559650,8396,996,9392,0.8939522998296422
560130,8380,1293,9673,0.8663289568903132
562220,5392,248,5640,0.9560283687943263
562360,956,169,1125,0.8497777777777777
562500,1722,288,2010,0.8567164179104477
562810,3344,4315,7659,0.4366105235670453
562860,3747,206,3953,0.9478876802428535
563560,7629,527,8156,0.9353849926434527
564050,1017,85,1102,0.9228675136116152
564230,2128,228,2356,0.9032258064516129
564530,1405,154,1559,0.9012187299550994
566050,965,44,1009,0.956392467789891
566160,1786,102,1888,0.9459745762711864
566860,931,208,1139,0.8173836698858647
566990,863,138,1001,0.8621378621378621
567640,11134,1757,12891,0.8637033589325886
568090,2173,156,2329,0.9330184628595964
568220,14588,938,15526,0.939585211902615
568570,2625,857,3482,0.753877082136703
568770,2128,68,2196,0.9690346083788707
569480,17284,1468,18752,0.9217150170648464
569860,2426,172,2598,0.9337952270977675
570940,30959,4461,35420,0.8740542066629023
571260,2300,469,2769,0.8306247742867461
571310,2439,100,2539,0.9606144151240646
571740,11916,1427,13343,0.8930525369107397
571880,1208,27,1235,0.9781376518218623
572410,3127,1131,4258,0.7343823391263504
572430,1069,247,1316,0.8123100303951368
572890,3800,149,3949,0.962268928842745
573090,19139,1577,20716,0.9238752654952693
573100,4608,1171,5779,0.7973697871604084
574560,1023,183,1206,0.8482587064676617
574980,2172,145,2317,0.937419076391886
575550,3050,416,3466,0.8799769186381996
575640,4324,492,4816,0.8978405315614618
575720,832,486,1318,0.6312594840667678
576770,2016,179,2195,0.9184510250569476
577230,2003,771,2774,0.7220620043258832
577670,883,260,1143,0.7725284339457568
577690,1209,63,1272,0.9504716981132075
577800,4225,10683,14908,0.28340488328414276
577940,2768,255,3023,0.9156467085676481
578080,840606,713580,1554186,0.5408657651014743
578330,2197,372,2569,0.8551965745426235
578620,6282,357,6639,0.9462268413917758
578850,1088,110,1198,0.9081803005008348
579180,2680,417,3097,0.8653535679690023
579950,1333,201,1534,0.8689700130378096
580200,2097,450,2547,0.823321554770318
581270,1578,209,1787,0.8830442081701175
581320,57524,9095,66619,0.8634773863312268
581630,4448,799,5247,0.8477225080998666
582010,177434,27556,204990,0.865573930435631
582160,57717,9302,67019,0.8612035392948268
582270,2191,423,2614,0.8381790359602143
582500,1192,125,1317,0.9050873196659074
582550,3601,573,4174,0.8627216099664591
582660,28960,8967,37927,0.7635721253987924
583470,2106,145,2251,0.9355841848067525
583950,9261,10718,19979,0.4635367135492267
584400,14405,956,15361,0.9377644684590847
584980,5205,737,5942,0.8759676876472569
585410,1331,220,1551,0.8581560283687943
585420,8143,704,8847,0.9204250028258166
585450,1007,302,1309,0.7692895339954163
585690,750,322,1072,0.6996268656716418
585710,1032,161,1193,0.865046102263202
586140,5241,352,5593,0.9370641873770785
586200,739,350,1089,0.6786042240587695
587000,886,145,1031,0.8593598448108632
587220,1238,51,1289,0.9604344453064391
587260,891,125,1016,0.8769685039370079
587430,1442,73,1515,0.9518151815181518
587450,702,409,1111,0.6318631863186318
587620,4445,306,4751,0.9355925068406651
588030,1972,140,2112,0.9337121212121212
588040,3857,260,4117,0.9368472188486762
588210,1638,1335,2973,0.5509586276488395
588430,21481,3569,25050,0.8575249500998005
588650,77256,2370,79626,0.9702358526109562
588690,1602,93,1695,0.9451327433628318
588730,1088,29,1117,0.9740376007162042
588950,980,87,1067,0.9184629803186504
588970,1252,143,1395,0.8974910394265233
589290,13500,1499,14999,0.9000600040002666
589360,5145,984,6129,0.8394517865883505
589590,4292,199,4491,0.9556891560899577
589780,6584,420,7004,0.9400342661336379
589870,1921,270,2191,0.8767685988133272
590380,10707,664,11371,0.9416058394160584
591370,2216,449,2665,0.8315196998123827
591420,2228,249,2477,0.8994751715785224
591460,1883,105,1988,0.9471830985915493
591740,689,984,1673,0.4118350268977884
592260,1893,238,2131,0.8883153449084936
593200,1422,123,1545,0.920388349514563
593280,4454,192,4646,0.9586741282823935
593600,5290,2012,7302,0.7244590523144344
594330,4385,597,4982,0.8801686069851465
594570,68772,4508,73280,0.9384825327510917
594650,74524,13930,88454,0.842517014493409
595140,1706,140,1846,0.9241603466955579
595280,1562,379,1941,0.8047398248325606
595520,1706,277,1983,0.8603126575895108
595690,1848,502,2350,0.7863829787234042
596970,1677,305,1982,0.8461150353178607
597170,14282,407,14689,0.9722921914357683
597220,6149,154,6303,0.9755671902268761
598060,1312,208,1520,0.8631578947368421
598330,2447,666,3113,0.7860584645036942
598700,5211,508,5719,0.9111732820423151
598810,889,183,1072,0.8292910447761194
598960,1570,182,1752,0.8961187214611872
598980,3163,98,3261,0.9699478687519166
599080,1552,349,1901,0.8164124145186744
599140,17288,2850,20138,0.8584765120667395
599390,1119,84,1203,0.9301745635910225
599460,1060,255,1315,0.8060836501901141
599750,911,180,1091,0.8350137488542622
600090,892,147,1039,0.8585178055822906
600480,1852,116,1968,0.9410569105691057
600990,1462,100,1562,0.9359795134443022
601050,3184,280,3464,0.9191685912240185
601150,40316,2223,42539,0.9477420719810057
601430,11249,965,12214,0.9209923039135418
601510,7969,2563,10532,0.7566464109380935
602320,1290,124,1414,0.9123055162659123
602520,10015,285,10300,0.9723300970873786
603850,15751,2558,18309,0.8602872904036266
603960,1265,21,1286,0.9836702954898912
604240,7327,492,7819,0.937076352474741
604330,1182,31,1213,0.9744435284418796
604450,3755,362,4117,0.9120718970123877
604490,890,350,1240,0.717741935483871
605740,7796,1402,9198,0.847575559904327
606150,7582,1488,9070,0.8359426681367145
606230,1205,279,1484,0.8119946091644205
606280,6071,1938,8009,0.7580222249968785
606500,1240,510,1750,0.7085714285714285
606800,3945,914,4859,0.811895451739041
607050,2817,468,3285,0.8575342465753425
607890,3990,987,4977,0.8016877637130801
609150,739,304,1043,0.7085330776605945
609320,8091,531,8622,0.9384133611691023
609490,1027,85,1112,0.9235611510791367
610080,2266,463,2729,0.8303407841700257
610180,1454,94,1548,0.9392764857881137
610360,2056,148,2204,0.9328493647912885
611020,830,425,1255,0.6613545816733067
611500,4601,1522,6123,0.7514290380532419
611660,2582,1295,3877,0.6659788496259995
611670,4114,1330,5444,0.7556943423952975
611760,1015,10,1025,0.9902439024390244
611790,8613,1095,9708,0.8872064276885043
611980,1008,78,1086,0.9281767955801105
612020,1000,151,1151,0.8688097306689835
612070,1443,373,1816,0.7946035242290749
612470,1264,147,1411,0.8958185683912119
612880,15819,4474,20293,0.7795298871532056
613100,43742,3402,47144,0.9278381130154421
613830,4085,634,4719,0.8656495020131384
613880,627,383,1010,0.6207920792079208
614570,5177,791,5968,0.8674597855227882
615610,2750,84,2834,0.9703599153140438
616110,1859,175,2034,0.9139626352015733
616250,1122,51,1173,0.9565217391304348
616560,5589,1835,7424,0.7528286637931034
616720,2018,161,2179,0.9261128958237723
617160,2238,304,2542,0.8804091266719118
617480,1423,251,1674,0.8500597371565114
617670,7888,197,8085,0.9756338899196042
617830,4508,664,5172,0.871616395978345
618140,1262,238,1500,0.8413333333333334
618740,992,92,1084,0.915129151291513
619150,4663,408,5071,0.9195424965490041
619780,990,616,1606,0.6164383561643836
619880,862,246,1108,0.7779783393501805
619910,865,345,1210,0.7148760330578512
620590,3240,754,3994,0.8112168252378568
620980,51021,2113,53134,0.9602326194150638
